restaurant_name,name,rating,review
Rodjo Resto,Ayu Putri,4.0,"Nice place for enjoy lunch time , clean and nice taste ."
Rodjo Resto,antonius agus,4.0,The portion is too little.I did not order tauge and was serve one. Though excluded from bill.Parking should be completely free.
Rodjo Resto,Gatot Santosa,4.0,Good food..good service & good location👍😉
Rodjo Resto,bulent abanoz,4.0,I think it's a beautiful restaurant. The food is very tasty and there are many kinds of have
Rodjo Resto,teguh saputro,5.0,this restaurant has a very beautiful and unique design. the food offered is very diverse at quite affordable prices. highly recommended for dinner with family or girlfriend. This restaurant also provides a large parking space if you come with a large group or family who need extensive parking for your vehicle
Rodjo Resto,Ayu Rizki Oktavia,5.0,Food is great.. And good for meeting
Rodjo Resto,Denmas valley,3.0,Great taste... But very small portion for Fried calamari...
Rodjo Resto,Benedicta Kiplesund,5.0,"We had our family dinner here and it was wonderful. We took a chance by coming to this restaurant without reserving a place in advance, it was lucky though since this restaurant is really famous among locals and visitors. Better to book in advance if you have a large group with you. They have a really good and tasty food, fresh drinks, good service, relatively quick in serving our orders. The price is reasonable. The restaurant is spacious both for dining area as well as parking area. Clean toilett. I particulary like the variation of local porridge dessert , it was simpy yum!"
Rodjo Resto,Hare Wild,3.0,"A bit lack of air conditioning. No enough parking space compared to the restaurant capacity. The taste is ok.. variety of the menu is good. Price is restaurant standards, but the service doesn't live up to it."
Rodjo Resto,Witri Iswarini,5.0,Delicious food. Restaurat is spacious
Rodjo Resto,eva anastasia,3.0,Now they have better taste.
Rodjo Resto,BDIDVIEWS,3.0,"On average, food is good quality base on price, nice environment, cordial Staff,"
Rodjo Resto,Nurlaely K,4.0,"Nice place, pricey, good service"
Rodjo Resto,Cresentiana Wulandari,5.0,Having lunch in here with my family. The place is good enough. The food is good too. The price is not so expensive. I would like to recommend it as family restaurants.
Rodjo Resto,Richard David,5.0,When visiting for dinner here looks crowded by the visitors. Indonesian food menu here is quite tasty with a price that matches the taste of food. Food presentation is quite fast and regular and the arrangement of food equipment is also quite clean.
Rodjo Resto,Tri Ratna Purnamasari,5.0,"Everything is good. But honestly the prayer room needs more attention. Too hot and small :"")"
Rodjo Resto,Ramli Khamdani,4.0,"Didn't have time for photos. But it's a safe place for a family or a gathering of big size groups. Nothing special in terms of taste, but it's good enough."
Rodjo Resto,R P,2.0,"Although this restaurant has been visited by our President, in my point of view, there is nothing special with the food itself. The services are great, all person are willing to help you. Location wise, its premium at the heart of Semarang City. However the food is so-so, the good point is their side dish located in front of cashier like bubur, jenang grendul are very delicious."
Rodjo Resto,Stephanie Ong,4.0,"Quite spacious, having a smoking area, friendly and helpful staff. Taste and price is okay. Bathroom cleanliness need to be improved"
Rodjo Resto,CP,4.0,"A good resto.Clean, tidy, good taste, affordable price, good staff and spacious parking lot."
Rodjo Resto,Ova Ra Akbar,5.0,Great n tasty food served here.
Rodjo Resto,Ribka Simatupang,5.0,"Very lovely restaurant in the heart of Semarang. The interior is very nice amd quite spacious. There are Indonesian food (javanese food) and Chinese food. Foods are tasty. One thing i didnt expect, this resto also sold es gempol (semarang traditional drink) and taste very nice. A good place to gather with family and friends."
Rodjo Resto,Ridwan Karsa,5.0,Good selection of Indonesian foods with proper size.
Rodjo Resto,Judi Setiawan,5.0,Nice for authentic traditional food central java
Rodjo Resto,Arvinia Khansa Hanifa,4.0,"It's spacious restaurant,tasty food,&reasonable price.But they need long time to deserve our order,especially fish grilled menu.They have to upgrade the praying room,it's so dirty."
Rodjo Resto,Aldo Adistya,3.0,"It's pretty good family restaurant, with traditional Indonesian cuisine. Good for family gatherings. Spacey, good food, and affordable."
Rodjo Resto,Eko Muljono,5.0,Nicd n delicious food. Price also reasonable...recomended
Rodjo Resto,Willy Prasetya,1.0,"Poor service especially when it is crowded. Sitting in the upper floor, served last, waiting for more than 45 minutes. They served customers in the lower floor first. Food is pricey, but tastes so-so."
Rodjo Resto,Feby Olivia,3.0,"The traditional food is OK, we like the bakwan jagung, sate sapi, should try it !!"
Rodjo Resto,L Widjaja,4.0,Good javanese food with reasonable price
The Hills Dining Restaurant,Lawrence Oei,5.0,A very nice hillside restaurant. I visited at night with clear sky and clear view of the city below the restaurant. Tried both Indonesian (tahu telor and nasi goreng babat) and Western menu (tenderloin steak and salmon). Price is quite affordable for everything ordered.
The Hills Dining Restaurant,Ervan Setyo Nugroho,5.0,"Such a romantic place for couple. But also a nice place for dinner with family. The overall price not too expensive. The food is also very nice, especially the lasagna."
The Hills Dining Restaurant,Hariz S,4.0,"Great resto with a view of Semarang City. Food is just okay, some menus unavailable when I visited, need to book a table before visit since there are not that many space."
The Hills Dining Restaurant,XCC II,5.0,"The location is quite hidden, it's located in elite housing complex. Road to the restaurant is quiet in the night, low road lightning but it's safe. The food was great, nice taste for the price, personally the price was acceptable for the grill menu. The view was good, especially at night, you can see Semarang city lights from your seat (it's recommended to choose outside seating). Staffs was great fast and accurate. Overall great experience, will visit again for third times next year's eid al fitr. just missed the grilled baby potato this year, I hope the restaurant bring back this menu."
The Hills Dining Restaurant,uud wicaksono,4.0,"Beautiful dining place on top of Semarang city, nice view of semarang. outdoor n indoor seating available. menu selections are also very nice, both western or indonesian cuisine. Price is also worth the menu. service were prompt and friendly. the only small glitch was that the washing hands facility at the entrance was broke for few days ( new normal SOP), hope they fix it immediately, or at least they can prepare something for substitute while waiting for the permanent fixing. In general, everything was good."
The Hills Dining Restaurant,rosje rosrosros,2.0,"Only long sausages is nice ,sirloin steak is too tender n not so nice to chew, nachos is weird n not so nice but drinks are okay, not cheap and lilt exspensive"
The Hills Dining Restaurant,Joice Simanjuntak,5.0,Good ambience even though oldies now but you can still see the moderness eraGood viewGood food! Good service...
The Hills Dining Restaurant,Vic W,5.0,"Peaceful, great taste, wonderful landscape view of the city, health protocol well implemented by staff... overall great experience here..👍"
The Hills Dining Restaurant,Tjia Tata,4.0,Nice view.. the service is good.. food taste not bad.. but dont order juice..
The Hills Dining Restaurant,Farah Dwi Al Hidayah,5.0,The restaurant is on a hill and is located in the middle of elite housing. Here we can see the beautiful view of Semarang city. This restaurant is classic and romantic. Andin Here is very instagramable . Every night here is also provided live music so that visitors can enjoy the atmosphere here comfortably
The Hills Dining Restaurant,Omar Aria,5.0,"The views are awesome, clear sight of the city below, its spacious, food are great none of them was disappointing. All are tasty, from the soft and tender mutton to delicious fried noodles. Great experiences dining there, lots of good spots to take photos"
The Hills Dining Restaurant,Kusnady Dharmawan,4.0,"Romantic ambience with city panoramic over Semarang and the sea, dinner under the moonlight and feel the breeze. One of my favorite is the long sausages, 40 cm or 75 cm (2 version)called the longhorn"
The Hills Dining Restaurant,Setiadji Sunarsan,5.0,Really really loved this place. From my IG note: #Canyouresist not to #dine in such a #romantic place with such #stunning #breathtaking #evening #cityview where #skyline and #citylights are clearly visible in the #horizon ? #icantresist such #temptation in this very #beautifully located dining place in #semarang #centraljava #wonderfulindonesia
The Hills Dining Restaurant,Kusumawicitra Yahya,2.0,This place wins because of the view. Only ate waffle with ice cream. Tastes so so. Cappuccino was nothing special. Iced hazelnut latte quite interesting because coffee is in the ice cube
The Hills Dining Restaurant,Fauziyah Sekar Ayu,5.0,"Best place to have romantic dinner with your loved one. Great view, great food and the staffs are so friendly."
The Hills Dining Restaurant,Bayu Yudhistira Chatib,5.0,"This place is amazing! Reasonable price, good taste and great city light view. Come at night and enjoy it!"
The Hills Dining Restaurant,ren megant,5.0,came here for the view of semarang city night light and it was worth it. combined with good food and good price.. it is one of the best spot for hangout
The Hills Dining Restaurant,Pap Diva,5.0,"Europan style like steak meat, salmon, salad.., excellent view from the hill🤩🤩"
The Hills Dining Restaurant,Abid Affandi Wedatama,4.0,"Good place to enjoy your night with couple and partner, good food good vibes! Enjoy The View! On diet programme? try the mango salad!"
The Hills Dining Restaurant,Jawoto Setyono,5.0,"Beautiful scene of the city is best looked out from here. Delicious taste, cozy place."
The Hills Dining Restaurant,Martini Nur Pratiwi,5.0,"actually i went to here not to get dinner, but to attend a wedding ceremony. it surely one of the good place that show a great night-view of Semarang 😍"
The Hills Dining Restaurant,dowdo widodo,4.0,"good place for having diner, price is reasonable, the staff nice and helpfull, its located in hills so you can enjoy semarang city view"
The Hills Dining Restaurant,joseph setiawan,5.0,Location and view are great. Food price fair. Open at 17.00 PM
The Hills Dining Restaurant,Charlotte L,4.0,"The Hills is a restaurant segmented for upper middle class and above. This place is beautiful! The view is stunning! In addition to the place itself, the food tastes good."
The Hills Dining Restaurant,Kirana Ririh,5.0,"This is a great place to find silence while starring at full-of-lamps-city landscape! Normal price but not really taste satisfaction... overall,must-go-cafe items"
The Hills Dining Restaurant,Chrecencya Ekarishanti,5.0,Such a beautiful place! Recommended to have an amazing garden party here
The Hills Dining Restaurant,Mr. Morningstar,4.0,beautiful view at night. Bring your loved one here! Food was average. Overall is ok.
The Hills Dining Restaurant,Taffy Djie,5.0,"This place is so nice, you can see all the city..."
The Hills Dining Restaurant,Frian Yves Jesse Pietersz,5.0,Nice place and food but not the rest room
The Hills Dining Restaurant,arifanti murniawati,5.0,Nice view to see semarang city at night. Romantic cafe.
The Hills Dining Restaurant,Bramantyo Wicaksono,4.0,"The food was ok. It was pricy of course but hey, they sell both the food AND the view. Despite the humid climate even for dinner time, the view was great. But, this restaurant needs to re-arrange the lighting since you will not get city background as your photo due the the poor lightning arrangement."
The Hills Dining Restaurant,retna susanti,4.0,Cozy place... Good view at night. Food std
The Hills Dining Restaurant,Saya Anda Kita Mereka,4.0,i think that place is good enough for candle light dinner and night wedding party.
The Hills Dining Restaurant,Doddy Juli Irawan,5.0,"Great atmosphere, beautiful view of Semarang city. Food also delicious and the price is reflect the facility and view. Overall amazing!"
The Hills Dining Restaurant,Andreas Rizki Julianto,5.0,"Romantic place with beautiful view from the restaurant, very recommended for couple who search place for a romantic dinner."
The Hills Dining Restaurant,binti siswadi,5.0,Good place for family or community gathering. Tasty foods. The most wonderful of this place is when you dine in at the night. You can enjoy a good meal with looking the stars at the sky. What a beautiful place!
The Hills Dining Restaurant,Marshanda Sephiana,4.0,"They serve with good atittude and very polite. I'd love to have more time to visit and eat there. The scenery is very beautiful, especially at night."
The Hills Dining Restaurant,Catlea Xmas,2.0,"The place is kinda nice but the food is really bad. It looks like a ""top"" eating spot but the food's qualities is so low. I could tell that everything is not made from scratch and by hands. I know they use instant products. And the taste is all over the place. My grandma could cook better. So for the foods with that quality, the price is too high. It is not worth it."
The Hills Dining Restaurant,Arjasa Virya,5.0,"If you’re looking for a place to have a romantic dinner with your s/o, this is the perfect place to have it. Reasonable price, good food, nice view. The most popular food right here is their long horn, 40 cm and 75 cm sausages."
The Hills Dining Restaurant,Robert Nichols,2.0,what a shame.... amazing location and that was about it. Zero atmosphere from the staff and the food was average. We only had desert but that was enough for me to post a comment. The place needs some restoration and to be modernized. The chocolate sunday was one blob of chocolate ice cream?? the brownie was small and defo wasn't home made and the Nacho's were a bag of crisps with some salad on the top. The staff didn't seem very happy. This place has so much potential but fell way short on this visit. Go there for a coffee and enjoy the view but that's it.
The Hills Dining Restaurant,Tino JV,5.0,"Fancy restaurant with astonishing view, the food is good especially steak & pasta. We loved it"
The Hills Dining Restaurant,Tepan Gaming (Tepan Gaming),5.0,"Loved the open area while dining. Food taste very good, i ordered sirloin steak and it was amazing. Very good seasoning."
The Hills Dining Restaurant,Okky Hartanto,4.0,"Good food, good place, fair price, not too good service. It's better to book a place before arrival to make sure u get the best spot. A bit disturbed with lot smoking activity, though"
The Hills Dining Restaurant,adelita luisa,3.0,"food so..so.. service OK. good view. but the place itself really needs maintenance and restoration. for me, its not suitable for kids but perfect place for couple or friends."
The Hills Dining Restaurant,Jenny Sunjoto,4.0,"good ambience, food is okay."
The Hills Dining Restaurant,Eventsclick,4.0,"The View … The Place … The Atmosphere … Located at the peak of Semarang, Bukit Sari. Looking at the Panorama view of Semarang City, feeling the breezy atmosphere, spectacular night scenery and relaxing the cozy ambience. These are at The Hills Dining Restaurant. We are an ideal venue for group events, meetings, banquets, weddings, rehearsal dinners, incentive awards, sales presentations and most other group events in Semarang."
The Hills Dining Restaurant,Dadang Hermawan,5.0,Nice view
The Hills Dining Restaurant,Aditia Dwi Mulyono,5.0,Nice place and view for wedding ceremony
The Hills Dining Restaurant,Wahyu Priyansah,5.0,"nice view, nice food.."
The Hills Dining Restaurant,Jie Atmaja,4.0,"Good price, good taste, great view!!!"
Pelangi Eatery,James C.,5.0,"This place has a great design and outdoor seating with a great view towards the city. The staffs are all friendly. The foods are worth the price, even those are expensive but taste good. They have a basement parking with quiet narrow aisle to a car to go through. They also have a cafe too with various coffee, drinks, and dessert."
Pelangi Eatery,Rara,4.0,"Good restaurant to eat with family. Quiet atmosphere, good food and nice design. The waiter is also friendly, but that parking is difficult. Oh ya, yesterday I ordered salad and chicken karage, they taste really good :) And the slice cake is also worth a try too :)"
Pelangi Eatery,Regina Galuh,5.0,"The food, the place, the decorations and the atmosphere are really comforting. I once eat the Spaghetti Carbonara and I’m in love. The best so far. Also, I really really love the cakes. Especially the Oreo Cheesecake."
Pelangi Eatery,N H,5.0,"The price, ambiance, foods, beverages all aren't disappointing! I literally recommend the garlic butter escargot one. It's clean & not smelly & tastes incredible, & the perfect combo of those ingredients melt in your mouth sumpah!!! 💯✨ The salmon salad w/ mustard dressing also taste good & the strawberry cheesecake is not too sweet (which is good). The ambiance itself is very cozy & looks minimalist modern. Will back here ofc!"
Pelangi Eatery,Betharia Aditama,5.0,"Cozy ambiance, there is resto and cafe in same place, they also have roof top, good taste of foods, reasonable price.Parking place bit small. They also have gift store in front of resto."
Pelangi Eatery,pradana wicaksono,5.0,Delicious food.. nice vibe.. great view with great friends..Recommended banget sih ini.. 🤩
Pelangi Eatery,Rizky,5.0,"First time havin' lunch here spend quality time with besties. Nice food. I order nasi kecombrang, omg i really loved it. Server recomend the perfect dish. And it is."
Pelangi Eatery,Nova Sylvana M,5.0,"Cozy, clean and great ambience. Friendly staffs. Love the food! My daughter’s favorite is the Oreo cheesecake, a must try! 🍰"
Pelangi Eatery,Richard Kawilarang,4.0,"Pelangi restaurant is located in south of Semarang which has a beautiful view, calm and atmosphere of a restaurant with an attractive interior. The food choices are varied and appetizing. The price is still affordable and worthty with good taste and presentation. For certainty the place should be reserved in advance. Limited parking space and be careful when parking in the basement because of the narrow lanes. There is also a souvenir and snack center with a selection of Semarang specialties. Restaurant recommendations as an option for hangouts or events with family"
Pelangi Eatery,Fredy Hartanto,5.0,"The place has 2 floor. The 1st floor is indoor and the 2nd floor has indoor facility and also an outdoor table and of couse a nice ambience. This place is quite busy at the weekend. The food taste is adequate and the size is enough (this means someone don't feel so full, but also also can't order 2 plate of main course). So you can still order spme dessert or buy something at the shop at the 1st floor."
Pelangi Eatery,Tri Armalia,4.0,"Ordered Crispy Duck with kecombrang rice. Portion wqs oke, but rice needs adding up a bit more. Escargot was delish!Tenderloin steak was ok, but too bad mashed potato was out of order. Apple tart was ok. Nice olace to chit chat, but a little suggestion, please add ice cream menu"
Pelangi Eatery,Rya Utama,5.0,"Delicious food and very good place for hangout. I was visiting this restaurant with family on weekend. Fortunatelly we have a reservarion before, since this is weekend, so the restaurant was full. For you who forget to do reservation, make sure to visit this restaurant before 6 evening for dinner. We didn't wait for long time for food eventhough the resto was full (10 minutes waiting is acceptable for me) I have tongseng (served with rice), my sister has nasi goreng wagyu (this is so gooood) and my mom has fried behoon (this is also good) The portion was large enough for big eater like us. The price is a bit high, but since the portion is large, so still acceptable. We also have red velvet cake and coffee. Everything was so good"
Pelangi Eatery,Galih SMG,5.0,"Pelangi Eatery at Tambora The menu is very diverse. Local, oriental, western dishes. Relative price. Also offers a coffee based menu at Hibiniu. There are also food stores and souvenirs available. Good service. The area is very clean. Large parking area. In front and basement. Interesting view."
Pelangi Eatery,Christina Susilo,5.0,"Pretty architecture and interior, pretty view of Semarang atas as well. Really love their coffee from Hibiniu. Not really strong but smooth and floral. Something that you won’t find often in Semarang. Reasonable food price and don’t forget to get their famous chiffon cheese cake on the way home."
Pelangi Eatery,Dinda Paulina,5.0,"Indoor space, there are specially smoking area and non-smoking area, available heavy food and snacks, for the beverage there are many sorts and there are non-coffee too. For a relaxing dinner with a couple or meeting friends is fun. The menu has a standard cafe average."
Pelangi Eatery,ChueCherry,3.0,"Food not really well for me - fried rice salty enough hahaha avocado coffee -wasn't quite blended enough. salmon steak- better to medium cook. milo cake - not really milo taste (cake base on pandan cake cream taste vanilla) Speciality this place for me is only chiffon cheese cake buy from the 'oleh-oleh Parking area quite enough. There are 3place in it (Pelangi Eatery, Hibiniu, and Oleh2)"
Pelangi Eatery,Ika Hapsari,4.0,"This restaurant is basically the premium version of Pelangi Restaurant that are already well-known in Semarang. Located in the good location around Gajahmungkur Semarang, the scenery is worth to try. The interior design itself is also modern. There are also gift shop and coffee shop, indoor and outdoor dining area in this restaurant. Very suitable to have meeting or office formal events. There are quite various dishes in the menu. The price itself is quite expensive in my opinion, but it depends on your budget. Because we can't forget the ambiance and the service they provide to give service excellence. They do the health protocol during Covid19 pandemic quite well. Will I go back here again? definitely yes"
Pelangi Eatery,Rucy Lilik,5.0,Great place and nice ambient.Nice interior. A bit pricey but still standard for restaurantThe food quite nice
Pelangi Eatery,Fany C,5.0,"All the foods is really good, I mostly like the spaghetti aglio olio and the dessert, cheesecake. The place was comfortable and cool, no regrets to come here again.."
Pelangi Eatery,Jati P Maharaja,5.0,"If you want to chill with your friends, one of the options is this place. They also offer a wide variety of options for you to eat (from meals to desserts and also drinks). I also like their cheesecake and would like recommend this for those who love not-really-sweet cake."
Pelangi Eatery,arcnetha danar,4.0,"good ambience.. the menu is quiet different with the pelangi cafe in singosari.. you cant find the poffertjes here, hahaa.. but still a lot to choose, dont worry.. the menu is more pricy here, you got nice ambience though.."
Pelangi Eatery,ame,5.0,"fav restaurant in the city! awesome food, delicious desserts, comfy place and ambience! might get crowded at certain times but overall its a nice place to work from if u need some refreshments since the view is rlly nice :)"
Pelangi Eatery,Ayu Anggraini Puspitasari,5.0,Having my lunch in the beautiful afternoon. this place give me a nice ambience to eat. I got wagyu tenderloin for my lunch and chamomile tea. it was an awsome experience
Pelangi Eatery,Joshua Vincent,5.0,Good vibe and good enough food. Even they sell the ambience not the food. If you got what i mean. 🤭😂
Pelangi Eatery,Alan Burgess,3.0,"Was told to come here from friends, honestly it's OK nothing special, food took a long time to come and there were 4 of us, the meals did not come together, so by the time first meal finished my other daughter was still waiting for hers! I ordered the beef ribs 100k plus, there may have been 2 mouthfuls of meat and a small pile of new potatoes, meal was gone in 2 mins and I was still hungry, a waste of time. So I'm sorry itbmay be ok to hang out for a coffee, odly the restaurant was full, maybe the people were there like we were or maybe they just don't know good food! Not worth the hype in my opinion."
Pelangi Eatery,Yustica Soetipto,3.0,Food was overated and overprice. You can choose the same resto in different place. The food in other place very delicious and have good price.
Pelangi Eatery,kevin herijanto,5.0,"Great atmosphere, Great Food, Great concept for new restaurant in Semarang"
Pelangi Eatery,Maria Liemyeli,5.0,Nice place for quality time with your good friend
Pelangi Eatery,Bimo Bayuaji,5.0,Great place with a delicious food!Definitely need to try their Escargot.
Pelangi Eatery,Chris Kam,5.0,"Love this place. Good view good vibe. Good selection of food, snacks and coffee. Reasonable price. Can be bit crowded during dining hour. Health protocol should be improved."
Pelangi Eatery,Dewi Paramita Yuniarahmi,5.0,"Cozy place, good food, great view from top of the city. Will surely come back to this place."
Pelangi Eatery,adek Tanti,5.0,"Very nice place, delicious food...especially the escargotWorth!"
Pelangi Eatery,Silvia Jhonatan,5.0,Cozy and comfy place.. You can do all ur needs in one place like shops some snacks while the other can take some coffee or brunch..
Pelangi Eatery,Faisal Riza Rahman,4.0,"Pelangi restaurant is located in south of Semarang which has a beautiful view, calm and atmosphere of a restaurant with an attractive interior. The food choices are varied and appetizing. The price is still affordable and worthty with good taste and presentation. For certainty the place should be reserved in advance. Limited parking space and be careful when parking in the basement because of the narrow lanes. There is also a souvenir and snack center with a selection of Semarang specialties. Restaurant recommendations as an option for hangouts or events with family. Nice"
Pelangi Eatery,Nieke Iskandar,5.0,"Great new resto, this the same old pelangi resto which used to be in singosari street, now they moved to a bigger place in jalan tambora. As always about pelangi resto, a lot of options on the menu with affordable prices."
Pelangi Eatery,edwiga febriliyanti,4.0,Nice and eye catching restaurants.
Pelangi Eatery,Wibi Sarastomo,5.0,Nice place. Awesome view. And good food
Pelangi Eatery,paul77huang,5.0,"Hidden Place in Semarang, nice place for hang out."
Pelangi Eatery,Yakobus Adi,4.0,This place is really a good place for family to visit and eat there... They do online and take away too... The menus of food/drink/pastry are various and the prices are worth the taste... This place is always crowded mostly on weekends and they have limited parking space however they have valet car parking service so don't worry.... The service is good and the workers are nice and helpful too...
Pelangi Eatery,Ressa Restullah (Putrari),5.0,Good food and decent price but waiter/waitress shouldn't talk too loud
Pelangi Eatery,Richie Dermawan,4.0,"Had a good place. I recommend this place to meet up with client or just a chit chat with 1 or 2 friend, and family (assume it 4 person max). What i don't like is the parking issue. For the food. It's a good to go, not very best but good enough."
Pelangi Eatery,Yulie Ev,3.0,I went to hibiniu coffee shop. Inner side of pelangi eatery. Ambience is nice but somehow its taste is just ok.
Pelangi Eatery,Widya Destiny,5.0,"Modern cafe in the heart city of Semarang. Delicious meals, coffee, slices cakes and oleh2 shop"
Pelangi Eatery,BANANA LEAVES,2.0,"Beautiful, beautiful place. Very spacious and comfy. One of the best in the city. However, food quality is not up to par with its amazing ambience. Ordered egg benedicts and got it served with chili sauce, LOL. I know what hollandaise sauce is and it was not served correctly, I believe. Coffee is decent though."
Pelangi Eatery,Franseda Nainggolan,5.0,"Cakery taste & looks good, tried blueberry cheesecake & latte.."
Pelangi Eatery,Eva Crystalia,4.0,"Pretty, cozy, and pricey. Love the place but the staff should care more about the visitors."
Pelangi Eatery,Coastal Fjord,4.0,"Since now is pandemic era, they have some protocols but not very tight. All staff wearing mask, handsanirizer is available, and we can find the menu through QR code in every table. Unfortunately I can't see physical distancing. The coffee is good."
Pelangi Eatery,Kenneth Natanael,5.0,Pretty pricey but still worth it.
Pelangi Eatery,dragice yt,4.0,"Well... it just opened so the service is like flying flocks... but as long as u keep calling for service a senior staff will eventually get up to u. For me i prefer the hibinu cafe menu, cakes and cafe latte. Most of the food in the pelangi resto changes all the time (not stable), the pizza crust is too thin than it burnts easily so it gets bitter. The price is a bit high. So if u eat alot, prepare to spend a bit of cash. The place is very good for a meeting or catch up with friend n collegues."
Pelangi Eatery,Buyung Ben Yamin Inaray,5.0,Nice place 👍Taste the food not bad 👍The price worth it 👍Over all good 👍👌
